"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 10 07:05:26 GMT 2024","Mon Jun 10 07:05:31 GMT 2024","5463","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"failed","Mon Jun 10 07:02:49 GMT 2024","Mon Jun 10 07:03:32 GMT 2024","42989","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Mon Jun 10 07:03:38 GMT 2024","Mon Jun 10 07:04:30 GMT 2024","51919","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Mon Jun 10 07:10:58 GMT 2024","Mon Jun 10 07:11:07 GMT 2024","9239","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"passed","Mon Jun 10 07:06:19 GMT 2024","Mon Jun 10 07:07:11 GMT 2024","51276","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Mon Jun 10 07:09:32 GMT 2024","Mon Jun 10 07:10:04 GMT 2024","31771","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Mon Jun 10 07:07:17 GMT 2024","Mon Jun 10 07:07:23 GMT 2024","5606","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Mon Jun 10 07:08:44 GMT 2024","Mon Jun 10 07:09:32 GMT 2024","48342","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"passed","Mon Jun 10 07:04:30 GMT 2024","Mon Jun 10 07:05:26 GMT 2024","56185","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
"passed","Mon Jun 10 07:10:04 GMT 2024","Mon Jun 10 07:10:58 GMT 2024","53627","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Mon Jun 10 07:07:55 GMT 2024","Mon Jun 10 07:08:38 GMT 2024","42793","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Mon Jun 10 07:05:31 GMT 2024","Mon Jun 10 07:06:19 GMT 2024","47832","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Mon Jun 10 07:07:23 GMT 2024","Mon Jun 10 07:07:55 GMT 2024","31987","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
