"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 01:19:38 GMT 2024","Thu Jun 13 01:20:28 GMT 2024","50164","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Thu Jun 13 01:20:34 GMT 2024","Thu Jun 13 01:20:41 GMT 2024","7288","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Thu Jun 13 01:20:41 GMT 2024","Thu Jun 13 01:21:14 GMT 2024","33333","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Thu Jun 13 01:16:58 GMT 2024","Thu Jun 13 01:17:50 GMT 2024","51543","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Thu Jun 13 01:23:30 GMT 2024","Thu Jun 13 01:24:25 GMT 2024","54759","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Thu Jun 13 01:21:14 GMT 2024","Thu Jun 13 01:22:00 GMT 2024","45346","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Thu Jun 13 01:24:25 GMT 2024","Thu Jun 13 01:24:35 GMT 2024","10449","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"failed","Thu Jun 13 01:16:10 GMT 2024","Thu Jun 13 01:16:53 GMT 2024","43192","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Thu Jun 13 01:18:44 GMT 2024","Thu Jun 13 01:18:51 GMT 2024","7604","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Thu Jun 13 01:22:55 GMT 2024","Thu Jun 13 01:23:30 GMT 2024","34736","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Thu Jun 13 01:18:52 GMT 2024","Thu Jun 13 01:19:38 GMT 2024","46559","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Thu Jun 13 01:17:50 GMT 2024","Thu Jun 13 01:18:44 GMT 2024","53955","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
"passed","Thu Jun 13 01:22:05 GMT 2024","Thu Jun 13 01:22:55 GMT 2024","50348","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
