"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 17 01:26:05 GMT 2024","Mon Jun 17 01:26:59 GMT 2024","53909","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"failed","Mon Jun 17 01:18:47 GMT 2024","Mon Jun 17 01:19:32 GMT 2024","45304","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Mon Jun 17 01:26:59 GMT 2024","Mon Jun 17 01:27:11 GMT 2024","11418","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"passed","Mon Jun 17 01:21:29 GMT 2024","Mon Jun 17 01:22:15 GMT 2024","45657","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Mon Jun 17 01:23:10 GMT 2024","Mon Jun 17 01:23:18 GMT 2024","7376","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Mon Jun 17 01:23:18 GMT 2024","Mon Jun 17 01:23:50 GMT 2024","32630","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Mon Jun 17 01:19:37 GMT 2024","Mon Jun 17 01:20:28 GMT 2024","50707","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Mon Jun 17 01:25:32 GMT 2024","Mon Jun 17 01:26:05 GMT 2024","33228","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Mon Jun 17 01:23:50 GMT 2024","Mon Jun 17 01:24:35 GMT 2024","44345","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Mon Jun 17 01:24:40 GMT 2024","Mon Jun 17 01:25:32 GMT 2024","52321","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"passed","Mon Jun 17 01:22:15 GMT 2024","Mon Jun 17 01:23:05 GMT 2024","50042","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Mon Jun 17 01:21:22 GMT 2024","Mon Jun 17 01:21:29 GMT 2024","7117","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Mon Jun 17 01:20:28 GMT 2024","Mon Jun 17 01:21:22 GMT 2024","54417","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
