"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 29 01:20:16 GMT 2024","Sat Jun 29 01:20:50 GMT 2024","33186","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Sat Jun 29 01:18:15 GMT 2024","Sat Jun 29 01:18:23 GMT 2024","7459","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Sat Jun 29 01:16:27 GMT 2024","Sat Jun 29 01:17:20 GMT 2024","53037","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Sat Jun 29 01:19:11 GMT 2024","Sat Jun 29 01:20:03 GMT 2024","52523","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Sat Jun 29 01:23:45 GMT 2024","Sat Jun 29 01:24:41 GMT 2024","55799","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"failed","Sat Jun 29 01:20:50 GMT 2024","Sat Jun 29 01:22:16 GMT 2024","86159","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"failed","Sat Jun 29 01:15:38 GMT 2024","Sat Jun 29 01:16:21 GMT 2024","43246","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Sat Jun 29 01:17:20 GMT 2024","Sat Jun 29 01:18:15 GMT 2024","55502","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
"passed","Sat Jun 29 01:22:21 GMT 2024","Sat Jun 29 01:23:11 GMT 2024","49729","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"passed","Sat Jun 29 01:23:11 GMT 2024","Sat Jun 29 01:23:45 GMT 2024","34093","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Sat Jun 29 01:18:23 GMT 2024","Sat Jun 29 01:19:11 GMT 2024","47841","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Sat Jun 29 01:20:09 GMT 2024","Sat Jun 29 01:20:16 GMT 2024","7823","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Sat Jun 29 01:24:41 GMT 2024","Sat Jun 29 01:24:52 GMT 2024","11290","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
