"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 26 01:21:52 GMT 2024","Wed Jun 26 01:22:37 GMT 2024","45116","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Wed Jun 26 01:21:18 GMT 2024","Wed Jun 26 01:21:52 GMT 2024","33483","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Wed Jun 26 01:20:14 GMT 2024","Wed Jun 26 01:21:05 GMT 2024","50674","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Wed Jun 26 01:23:33 GMT 2024","Wed Jun 26 01:24:06 GMT 2024","33526","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Wed Jun 26 01:25:02 GMT 2024","Wed Jun 26 01:25:13 GMT 2024","11563","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"passed","Wed Jun 26 01:17:33 GMT 2024","Wed Jun 26 01:18:24 GMT 2024","50942","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"failed","Wed Jun 26 01:16:45 GMT 2024","Wed Jun 26 01:17:28 GMT 2024","43111","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Wed Jun 26 01:19:20 GMT 2024","Wed Jun 26 01:19:27 GMT 2024","7492","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Wed Jun 26 01:19:27 GMT 2024","Wed Jun 26 01:20:14 GMT 2024","46688","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Wed Jun 26 01:24:07 GMT 2024","Wed Jun 26 01:25:02 GMT 2024","55190","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Wed Jun 26 01:21:10 GMT 2024","Wed Jun 26 01:21:18 GMT 2024","7886","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Wed Jun 26 01:22:42 GMT 2024","Wed Jun 26 01:23:33 GMT 2024","50931","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"passed","Wed Jun 26 01:18:24 GMT 2024","Wed Jun 26 01:19:20 GMT 2024","55898","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
