"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 24 01:18:55 GMT 2024","Mon Jun 24 01:19:46 GMT 2024","51324","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Mon Jun 24 01:23:15 GMT 2024","Mon Jun 24 01:24:01 GMT 2024","45546","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Mon Jun 24 01:24:06 GMT 2024","Mon Jun 24 01:24:57 GMT 2024","50611","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"failed","Mon Jun 24 01:18:07 GMT 2024","Mon Jun 24 01:18:50 GMT 2024","43304","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Mon Jun 24 01:22:42 GMT 2024","Mon Jun 24 01:23:15 GMT 2024","33890","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Mon Jun 24 01:21:37 GMT 2024","Mon Jun 24 01:22:29 GMT 2024","51775","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Mon Jun 24 01:20:43 GMT 2024","Mon Jun 24 01:20:50 GMT 2024","7649","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Mon Jun 24 01:24:57 GMT 2024","Mon Jun 24 01:25:31 GMT 2024","34596","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Mon Jun 24 01:22:34 GMT 2024","Mon Jun 24 01:22:41 GMT 2024","7220","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Mon Jun 24 01:20:50 GMT 2024","Mon Jun 24 01:21:37 GMT 2024","47031","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Mon Jun 24 01:25:31 GMT 2024","Mon Jun 24 01:26:27 GMT 2024","55333","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Mon Jun 24 01:26:27 GMT 2024","Mon Jun 24 01:26:38 GMT 2024","11389","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"passed","Mon Jun 24 01:19:46 GMT 2024","Mon Jun 24 01:20:43 GMT 2024","56374","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
