"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 30 01:31:02 GMT 2024","Sun Jun 30 01:31:56 GMT 2024","54385","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Sun Jun 30 01:30:29 GMT 2024","Sun Jun 30 01:31:02 GMT 2024","32173","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Sun Jun 30 01:24:45 GMT 2024","Sun Jun 30 01:25:40 GMT 2024","55156","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
"failed","Sun Jun 30 01:23:05 GMT 2024","Sun Jun 30 01:23:48 GMT 2024","43055","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Sun Jun 30 01:25:40 GMT 2024","Sun Jun 30 01:25:46 GMT 2024","6074","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Sun Jun 30 01:29:39 GMT 2024","Sun Jun 30 01:30:29 GMT 2024","50355","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"passed","Sun Jun 30 01:27:36 GMT 2024","Sun Jun 30 01:28:09 GMT 2024","32384","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Sun Jun 30 01:23:54 GMT 2024","Sun Jun 30 01:24:45 GMT 2024","50622","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Sun Jun 30 01:31:56 GMT 2024","Sun Jun 30 01:32:06 GMT 2024","9606","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"failed","Sun Jun 30 01:28:09 GMT 2024","Sun Jun 30 01:29:33 GMT 2024","84072","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Sun Jun 30 01:25:46 GMT 2024","Sun Jun 30 01:26:33 GMT 2024","46662","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Sun Jun 30 01:27:30 GMT 2024","Sun Jun 30 01:27:36 GMT 2024","6186","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Sun Jun 30 01:26:33 GMT 2024","Sun Jun 30 01:27:23 GMT 2024","50536","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
