"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 01:20:30 GMT 2024","Wed Jun 12 01:21:21 GMT 2024","50961","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Wed Jun 12 01:17:49 GMT 2024","Wed Jun 12 01:18:40 GMT 2024","51523","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Wed Jun 12 01:22:07 GMT 2024","Wed Jun 12 01:22:52 GMT 2024","45143","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Wed Jun 12 01:22:57 GMT 2024","Wed Jun 12 01:23:47 GMT 2024","49959","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"passed","Wed Jun 12 01:23:47 GMT 2024","Wed Jun 12 01:24:21 GMT 2024","33836","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Wed Jun 12 01:21:34 GMT 2024","Wed Jun 12 01:22:07 GMT 2024","33180","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"failed","Wed Jun 12 01:17:01 GMT 2024","Wed Jun 12 01:17:44 GMT 2024","43252","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Wed Jun 12 01:24:21 GMT 2024","Wed Jun 12 01:25:16 GMT 2024","54753","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Wed Jun 12 01:19:35 GMT 2024","Wed Jun 12 01:19:43 GMT 2024","7414","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Wed Jun 12 01:21:26 GMT 2024","Wed Jun 12 01:21:34 GMT 2024","7543","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Wed Jun 12 01:18:41 GMT 2024","Wed Jun 12 01:19:35 GMT 2024","54603","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
"passed","Wed Jun 12 01:19:43 GMT 2024","Wed Jun 12 01:20:30 GMT 2024","47415","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Wed Jun 12 01:25:16 GMT 2024","Wed Jun 12 01:25:26 GMT 2024","10191","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
