"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 19 01:17:07 GMT 2024","Wed Jun 19 01:17:50 GMT 2024","43139","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Wed Jun 19 01:18:47 GMT 2024","Wed Jun 19 01:19:41 GMT 2024","53666","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
"passed","Wed Jun 19 01:19:48 GMT 2024","Wed Jun 19 01:20:34 GMT 2024","46501","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Wed Jun 19 01:20:34 GMT 2024","Wed Jun 19 01:21:24 GMT 2024","50224","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Wed Jun 19 01:21:30 GMT 2024","Wed Jun 19 01:21:37 GMT 2024","6529","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Wed Jun 19 01:22:10 GMT 2024","Wed Jun 19 01:22:54 GMT 2024","44885","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Wed Jun 19 01:17:56 GMT 2024","Wed Jun 19 01:18:47 GMT 2024","51466","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Wed Jun 19 01:25:18 GMT 2024","Wed Jun 19 01:25:28 GMT 2024","10295","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"passed","Wed Jun 19 01:23:51 GMT 2024","Wed Jun 19 01:24:24 GMT 2024","32963","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Wed Jun 19 01:23:00 GMT 2024","Wed Jun 19 01:23:51 GMT 2024","50573","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"passed","Wed Jun 19 01:24:24 GMT 2024","Wed Jun 19 01:25:18 GMT 2024","54355","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Wed Jun 19 01:21:37 GMT 2024","Wed Jun 19 01:22:09 GMT 2024","32481","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Wed Jun 19 01:19:41 GMT 2024","Wed Jun 19 01:19:48 GMT 2024","6496","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
